1,1,the price of gas is high,11696,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,1,the price of gas is high,12397,gpuy,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,1,the price of gas is high,13164,swipe_left,p  u  g  y  you,MOQ DEV CJKR AFLX HS GPUY NWZ BIT,AFLX HS GPUY,gesture_next
1,1,the price of gas is high,13852,aflx,p  u  g  y  you,MOQ DEV CJKR AFLX HS GPUY NWZ BIT,AFLX HS GPUY,select_key
1,1,the price of gas is high,15150,swipe_left,pa  ya  ga  ul  pf,AFLX CJKR BIT GPUY MOQ HS DEV NWZ,GPUY MOQ HS,gesture_next
1,1,the price of gas is high,15969,hs,pa  ya  ga  ul  pf,AFLX CJKR BIT GPUY MOQ HS DEV NWZ,GPUY MOQ HS,select_key
1,1,the price of gas is high,16897,gas,gas  gah  past  pass,HS BIT MOQ DEV AFLX GPUY CJKR NWZ,HS BIT MOQ,select_word
1,1,the price of gas is high,18137,bit,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,select_key
1,1,the price of gas is high,18902,hs,i  b  t  the  to,HS MOQ NWZ DEV BIT GPUY AFLX CJKR,HS MOQ NWZ,select_key
1,1,the price of gas is high,19528,is,is  th  bs  ts  the,DEV AFLX BIT MOQ CJKR HS GPUY NWZ,DEV AFLX BIT,select_word
1,1,the price of gas is high,20955,hs,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,select_key
1,1,the price of gas is high,21885,bit,s  h  have  he  so,AFLX BIT DEV MOQ GPUY HS CJKR NWZ,AFLX BIT DEV,select_key
1,1,the price of gas is high,22968,gpuy,st  hi  ht  sb  si,AFLX MOQ GPUY HS BIT CJKR NWZ DEV,AFLX MOQ GPUY,select_key
1,1,the price of gas is high,24334,hs,hip  sip  high  study,DEV HS NWZ AFLX GPUY CJKR MOQ BIT,DEV HS NWZ,select_key
1,1,the price of gas is high,25581,high,high  sigh  hips  higher,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_word
1,2,do you prefer a window seat,7,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,2,do you prefer a window seat,909,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,CJKR NWZ DEV,gesture_next
1,2,do you prefer a window seat,1733,dev,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,CJKR NWZ DEV,select_key
1,2,do you prefer a window seat,2751,moq,e  d  v  do  did,AFLX DEV MOQ BIT NWZ CJKR GPUY HS,AFLX DEV MOQ,select_key
1,2,do you prefer a window seat,3780,do,do  em  vo  dm  eq,NWZ DEV GPUY BIT MOQ AFLX CJKR HS,NWZ DEV GPUY,select_word
1,2,do you prefer a window seat,5814,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,2,do you prefer a window seat,6419,gpuy,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,2,do you prefer a window seat,8416,moq,p  u  g  y  you,MOQ DEV CJKR AFLX HS GPUY NWZ BIT,MOQ DEV CJKR,select_key
1,2,do you prefer a window seat,9765,gpuy,um  go  pm  gm  yo,GPUY BIT MOQ HS AFLX DEV CJKR NWZ,GPUY BIT MOQ,select_key
1,2,do you prefer a window seat,10567,you,you  pop  gop  your,CJKR GPUY NWZ BIT DEV HS AFLX MOQ,CJKR GPUY NWZ,select_word
1,2,do you prefer a window seat,11427,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,2,do you prefer a window seat,12167,gpuy,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,2,do you prefer a window seat,13336,cjkr,p  u  g  y  you,MOQ DEV CJKR AFLX HS GPUY NWZ BIT,MOQ DEV CJKR,select_key
1,2,do you prefer a window seat,14617,dev,gc  pc  pr  uk  yr,MOQ DEV BIT AFLX GPUY CJKR HS NWZ,MOQ DEV BIT,select_key
1,2,do you prefer a window seat,16516,aflx,pre  president  great,HS DEV AFLX BIT GPUY CJKR NWZ MOQ,HS DEV AFLX,select_key
1,2,do you prefer a window seat,17872,dev,great  greater  greatest,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_key
1,2,do you prefer a window seat,19597,swipe_left,prefer  preferred,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,HS MOQ GPUY,gesture_next
1,2,do you prefer a window seat,20604,prefer,prefer  preferred,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,HS MOQ GPUY,select_word
1,2,do you prefer a window seat,22655,a,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,select_word
1,2,do you prefer a window seat,23410,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,2,do you prefer a window seat,24145,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,CJKR NWZ DEV,gesture_next
1,2,do you prefer a window seat,24811,nwz,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,CJKR NWZ DEV,select_key
1,2,do you prefer a window seat,25578,swipe_left,n  w  z  was  with,DEV MOQ AFLX HS BIT GPUY CJKR NWZ,HS BIT GPUY,gesture_next
1,2,do you prefer a window seat,26115,bit,n  w  z  was  with,DEV MOQ AFLX HS BIT GPUY CJKR NWZ,HS BIT GPUY,select_key
1,2,do you prefer a window seat,27180,nwz,wb  wt  nt  wi  nb,BIT AFLX NWZ CJKR GPUY HS DEV MOQ,BIT AFLX NWZ,select_key
1,2,do you prefer a window seat,28217,dev,win  winter  windows,DEV BIT NWZ GPUY HS CJKR AFLX MOQ,DEV BIT NWZ,select_key
1,2,do you prefer a window seat,29078,swipe_left,wine  wind  windows,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,HS MOQ GPUY,gesture_next
1,2,do you prefer a window seat,29651,moq,wine  wind  windows,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,HS MOQ GPUY,select_key
1,1,shall we play a round of cards,15,hs,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,select_key
1,1,shall we play a round of cards,1139,swipe_left,s  h  have  he  so,AFLX BIT DEV MOQ GPUY HS CJKR NWZ,MOQ GPUY HS,gesture_next
1,1,shall we play a round of cards,2005,hs,s  h  have  he  so,AFLX BIT DEV MOQ GPUY HS CJKR NWZ,MOQ GPUY HS,select_key
1,1,shall we play a round of cards,3354,aflx,sh  hh  ss  hs  she,MOQ DEV AFLX BIT GPUY CJKR NWZ HS,MOQ DEV AFLX,select_key
1,1,shall we play a round of cards,4865,aflx,share  shall  shares,CJKR GPUY AFLX NWZ DEV MOQ HS BIT,CJKR GPUY AFLX,select_key
1,1,shall we play a round of cards,5985,shall,shall  shallow  shaft,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_word
1,1,shall we play a round of cards,7069,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,1,shall we play a round of cards,7859,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,CJKR NWZ DEV,gesture_next
1,1,shall we play a round of cards,8538,nwz,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,CJKR NWZ DEV,select_key
1,1,shall we play a round of cards,9887,swipe_left,n  w  z  was  with,DEV MOQ AFLX HS BIT GPUY CJKR NWZ,HS BIT GPUY,gesture_next
1,1,shall we play a round of cards,10872,swipe_left,n  w  z  was  with,DEV MOQ AFLX HS BIT GPUY CJKR NWZ,GPUY CJKR NWZ,gesture_next
1,1,shall we play a round of cards,12172,swipe_right,n  w  z  was  with,DEV MOQ AFLX HS BIT GPUY CJKR NWZ,HS BIT GPUY,gesture_prev
1,1,shall we play a round of cards,12553,swipe_right,n  w  z  was  with,DEV MOQ AFLX HS BIT GPUY CJKR NWZ,DEV MOQ AFLX,gesture_prev
1,1,shall we play a round of cards,13127,dev,n  w  z  was  with,DEV MOQ AFLX HS BIT GPUY CJKR NWZ,DEV MOQ AFLX,select_key
1,1,shall we play a round of cards,14118,we,we  nd  ne  ze  were,CJKR AFLX NWZ DEV BIT HS GPUY MOQ,CJKR AFLX NWZ,select_word
1,1,shall we play a round of cards,15156,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,1,shall we play a round of cards,15917,gpuy,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,1,shall we play a round of cards,16782,swipe_left,p  u  g  y  you,MOQ DEV CJKR AFLX HS GPUY NWZ BIT,AFLX HS GPUY,gesture_next
1,1,shall we play a round of cards,17985,aflx,p  u  g  y  you,MOQ DEV CJKR AFLX HS GPUY NWZ BIT,AFLX HS GPUY,select_key
1,1,shall we play a round of cards,18886,aflx,pa  ya  ga  ul  pf,AFLX CJKR BIT GPUY MOQ HS DEV NWZ,AFLX CJKR BIT,select_key
1,1,shall we play a round of cards,20378,gpuy,gal  pax  pal  place,NWZ GPUY CJKR HS DEV BIT AFLX MOQ,NWZ GPUY CJKR,select_key
1,1,shall we play a round of cards,21406,play,play  played  playing,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_word
1,1,shall we play a round of cards,22338,a,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,select_word
1,1,shall we play a round of cards,24028,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,1,shall we play a round of cards,25055,cjkr,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,1,shall we play a round of cards,26304,moq,c  k  j  r  know,MOQ DEV AFLX GPUY BIT HS NWZ CJKR,MOQ DEV AFLX,select_key
1,1,shall we play a round of cards,27424,swipe_left,co  km  cm  jm  jo,NWZ MOQ GPUY AFLX CJKR HS BIT DEV,AFLX CJKR HS,gesture_next
1,1,shall we play a round of cards,28002,swipe_right,co  km  cm  jm  jo,NWZ MOQ GPUY AFLX CJKR HS BIT DEV,NWZ MOQ GPUY,gesture_prev
1,1,shall we play a round of cards,28460,gpuy,co  km  cm  jm  jo,NWZ MOQ GPUY AFLX CJKR HS BIT DEV,NWZ MOQ GPUY,select_key
1,1,shall we play a round of cards,29512,nwz,cop  joy  cog  roy,AFLX CJKR NWZ GPUY BIT DEV HS MOQ,AFLX CJKR NWZ,select_key
1,1,shall we play a round of cards,30425,dev,country  countries  county,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_key
1,1,shall we play a round of cards,31550,round,round  rounds  rounded,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_word
1,1,shall we play a round of cards,32575,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,1,shall we play a round of cards,32629,cjkr,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,1,shall we play a round of cards,33652,swipe_up,c  k  j  r  know,MOQ DEV AFLX GPUY BIT HS NWZ CJKR,MOQ DEV AFLX,gesture_delete
1,1,shall we play a round of cards,34870,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,1,shall we play a round of cards,35432,moq,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,1,shall we play a round of cards,36471,swipe_left,m  o  q  of  on,AFLX GPUY NWZ MOQ DEV CJKR BIT HS,MOQ DEV CJKR,gesture_next
1,1,shall we play a round of cards,36969,swipe_right,m  o  q  of  on,AFLX GPUY NWZ MOQ DEV CJKR BIT HS,AFLX GPUY NWZ,gesture_prev
1,1,shall we play a round of cards,37475,aflx,m  o  q  of  on,AFLX GPUY NWZ MOQ DEV CJKR BIT HS,AFLX GPUY NWZ,select_key
1,1,shall we play a round of cards,39291,of,of  ml  ma  oa  ol,CJKR NWZ AFLX GPUY BIT DEV HS MOQ,CJKR NWZ AFLX,select_word
1,1,shall we play a round of cards,40384,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,1,shall we play a round of cards,41271,cjkr,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,1,shall we play a round of cards,42410,aflx,c  k  j  r  know,MOQ DEV AFLX GPUY BIT HS NWZ CJKR,MOQ DEV AFLX,select_key
1,1,shall we play a round of cards,43477,cjkr,ca  ra  cl  rl  rf,NWZ BIT CJKR AFLX MOQ GPUY HS DEV,NWZ BIT CJKR,select_key
1,1,shall we play a round of cards,44644,dev,car  rlk  jar  jfk  rar,DEV CJKR BIT HS MOQ AFLX GPUY NWZ,DEV CJKR BIT,select_key
1,1,shall we play a round of cards,45774,card,care  race  card  rare,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_word
1,1,shall we play a round of cards,46990,swipe_up,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,gesture_delete
1,1,shall we play a round of cards,47968,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,1,shall we play a round of cards,48837,cjkr,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,1,shall we play a round of cards,49902,aflx,c  k  j  r  know,MOQ DEV AFLX GPUY BIT HS NWZ CJKR,MOQ DEV AFLX,select_key
1,1,shall we play a round of cards,51165,cjkr,ca  ra  cl  rl  rf,NWZ BIT CJKR AFLX MOQ GPUY HS DEV,NWZ BIT CJKR,select_key
1,1,shall we play a round of cards,51971,dev,car  rlk  jar  jfk  rar,DEV CJKR BIT HS MOQ AFLX GPUY NWZ,DEV CJKR BIT,select_key
1,1,shall we play a round of cards,53280,swipe_left,care  race  card  rare,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,HS MOQ GPUY,gesture_next
1,1,shall we play a round of cards,54122,hs,care  race  card  rare,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,HS MOQ GPUY,select_key
1,1,shall we play a round of cards,55558,cards,cards  races  cares  cakes,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,select_word
1,2,elections bring out the best,2,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,2,elections bring out the best,31,cjkr,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,2,elections bring out the best,1129,swipe_up,c  k  j  r  know,MOQ DEV AFLX GPUY BIT HS NWZ CJKR,MOQ DEV AFLX,gesture_delete
1,2,elections bring out the best,1875,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,2,elections bring out the best,2576,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,CJKR NWZ DEV,gesture_next
1,2,elections bring out the best,3361,dev,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,CJKR NWZ DEV,select_key
1,2,elections bring out the best,4584,aflx,e  d  v  do  did,AFLX DEV MOQ BIT NWZ CJKR GPUY HS,AFLX DEV MOQ,select_key
1,2,elections bring out the best,5980,swipe_left,el  va  ex  da  dx,GPUY CJKR AFLX BIT DEV HS NWZ MOQ,BIT DEV HS,gesture_next
1,2,elections bring out the best,6030,hs,el  va  ex  da  dx,GPUY CJKR AFLX BIT DEV HS NWZ MOQ,BIT DEV HS,select_key
1,2,elections bring out the best,6946,swipe_up,els  else  east  easy,BIT DEV GPUY CJKR AFLX HS MOQ NWZ,BIT DEV GPUY,gesture_delete
1,2,elections bring out the best,8027,swipe_left,el  va  ex  da  dx,GPUY CJKR AFLX BIT DEV HS NWZ MOQ,BIT DEV HS,gesture_next
1,2,elections bring out the best,8761,dev,el  va  ex  da  dx,GPUY CJKR AFLX BIT DEV HS NWZ MOQ,BIT DEV HS,select_key
1,2,elections bring out the best,12467,cjkr,dad  david  executive,CJKR BIT MOQ DEV GPUY AFLX NWZ HS,CJKR BIT MOQ,select_key
1,2,elections bring out the best,15703,bit,executive  executives,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_key
1,2,elections bring out the best,18301,bit,exert  elect,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_key
1,2,elections bring out the best,20130,elections,election  elections,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_word
1,2,elections bring out the best,21628,bit,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,select_key
1,2,elections bring out the best,22831,swipe_left,i  b  t  the  to,HS MOQ NWZ DEV BIT GPUY AFLX CJKR,DEV BIT GPUY,gesture_next
1,2,elections bring out the best,24811,swipe_left,i  b  t  the  to,HS MOQ NWZ DEV BIT GPUY AFLX CJKR,GPUY AFLX CJKR,gesture_next
1,2,elections bring out the best,25830,cjkr,i  b  t  the  to,HS MOQ NWZ DEV BIT GPUY AFLX CJKR,GPUY AFLX CJKR,select_key
1,2,elections bring out the best,26597,bit,ic  bc  tc  tk  ij,AFLX BIT GPUY DEV MOQ CJKR HS NWZ,AFLX BIT GPUY,select_key
1,2,elections bring out the best,27848,swipe_left,tried  british  bring,DEV BIT AFLX NWZ GPUY HS CJKR MOQ,NWZ GPUY HS,gesture_next
1,2,elections bring out the best,27903,hs,tried  british  bring,DEV BIT AFLX NWZ GPUY HS CJKR MOQ,NWZ GPUY HS,select_key
1,2,elections bring out the best,29298,swipe_up,tris  iris  irish  bristol,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,gesture_delete
1,2,elections bring out the best,30465,swipe_left,tried  british  bring,DEV BIT AFLX NWZ GPUY HS CJKR MOQ,NWZ GPUY HS,gesture_next
1,2,elections bring out the best,31363,nwz,tried  british  bring,DEV BIT AFLX NWZ GPUY HS CJKR MOQ,NWZ GPUY HS,select_key
1,2,elections bring out the best,32646,swipe_left,bring  brings  bringing,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,HS MOQ GPUY,gesture_next
1,2,elections bring out the best,33872,gpuy,bring  brings  bringing,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,HS MOQ GPUY,select_key
1,2,elections bring out the best,35599,bring,bring  brings  bringing,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_word
1,2,elections bring out the best,36788,swipe_left,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,2,elections bring out the best,37560,moq,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,2,elections bring out the best,38369,gpuy,m  o  q  of  on,AFLX GPUY NWZ MOQ DEV CJKR BIT HS,AFLX GPUY NWZ,select_key
1,2,elections bring out the best,39486,bit,my  mg  mp  oy  op,BIT CJKR DEV HS AFLX GPUY MOQ NWZ,BIT CJKR DEV,select_key
1,2,elections bring out the best,40108,out,out  mgi  opt  quite,BIT AFLX CJKR HS NWZ DEV GPUY MOQ,BIT AFLX CJKR,select_word
1,2,elections bring out the best,40948,the,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,select_word
1,2,elections bring out the best,42308,bit,the  of  and  to  a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,select_key
1,2,elections bring out the best,43230,swipe_left,i  b  t  the  to,HS MOQ NWZ DEV BIT GPUY AFLX CJKR,DEV BIT GPUY,gesture_next
1,2,elections bring out the best,43282,gpuy,i  b  t  the  to,HS MOQ NWZ DEV BIT GPUY AFLX CJKR,DEV BIT GPUY,select_key
1,2,elections bring out the best,44666,swipe_up,by  bp  ip  tp  iu,BIT CJKR GPUY HS AFLX DEV NWZ MOQ,BIT CJKR GPUY,gesture_delete
1,2,elections bring out the best,45529,swipe_left,i  b  t  the  to,HS MOQ NWZ DEV BIT GPUY AFLX CJKR,DEV BIT GPUY,gesture_next
1,2,elections bring out the best,46079,dev,i  b  t  the  to,HS MOQ NWZ DEV BIT GPUY AFLX CJKR,DEV BIT GPUY,select_key
1,2,elections bring out the best,47070,swipe_left,be  tv  iv  id  bd,CJKR AFLX DEV BIT HS NWZ GPUY MOQ,BIT HS NWZ,gesture_next
1,2,elections bring out the best,47652,hs,be  tv  iv  id  bd,CJKR AFLX DEV BIT HS NWZ GPUY MOQ,BIT HS NWZ,select_key
1,2,elections bring out the best,48821,bit,best  test  behind,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,select_key
1,2,elections bring out the best,50082,best,best  test  behind,DEV BIT AFLX HS MOQ GPUY CJKR NWZ,DEV BIT AFLX,select_word
1,1,a picture is worth many words,5,a,the of and to a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,BIT AFLX HS,select_word
1,1,a picture is worth many words,1074,swipe_left,the of and to a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,gesture_next
1,1,a picture is worth many words,2287,gpuy,the of and to a,BIT AFLX HS MOQ GPUY CJKR NWZ DEV,MOQ GPUY CJKR,select_key
1,1,a picture is worth many words,3146,swipe_left,p u g y you,MOQ DEV CJKR AFLX HS GPUY NWZ BIT,AFLX HS GPUY,gesture_next
1,1,a picture is worth many words,4052,swipe_left,p u g y you,MOQ DEV CJKR AFLX HS GPUY NWZ BIT,GPUY NWZ BIT,gesture_next
1,1,a picture is worth many words,4794,bit,p u g y you,MOQ DEV CJKR AFLX HS GPUY NWZ BIT,GPUY NWZ BIT,select_key
1,1,a picture is worth many words,5876,cjkr,pi pt gi pb ut,DEV CJKR AFLX BIT GPUY NWZ HS MOQ,DEV CJKR AFLX,select_key
